"Addresse des Users","Port des von ...",Userinformation1,Userinformation2,Datum,Request,Response,"Port für ...",Request-URL,Browser
178.197.219.238,56587,-,-,"14/Dec/2024:21:03:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
2600:1900:4041:4c3:0:5c::,52928,-,-,"14/Dec/2024:22:15:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 PTST/241210.173901"
2600:1900:4041:4c3:0:5c::,39450,-,-,"14/Dec/2024:22:15:34 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/131.0.0.0 Safari/537.36 PTST/241210.173901"
145.40.214.91,60470,-,-,"14/Dec/2024:22:26:41 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
85.208.96.199,34688,-,-,"14/Dec/2024:22:26:50 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9484,"-","Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
2a02:1210:481e:ec00:2d8a:d51b:e06b:2744,52472,-,-,"14/Dec/2024:23:23:55 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
85.208.96.212,56320,-,-,"14/Dec/2024:23:48:41 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9484,"-","Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
213.239.205.62,63484,-,-,"15/Dec/2024:01:01:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"-","Mozilla/5.0 (compatible; BLEXBot/1.0; +https://help.seranking.com/en/blex-crawler)"
89.246.241.14,60448,-,-,"15/Dec/2024:03:13:23 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9500,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
157.90.91.229,40750,-,-,"15/Dec/2024:05:09:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"-","Mozilla/5.0 (compatible; BLEXBot/1.0; +https://help.seranking.com/en/blex-crawler)"
2a02:1210:149e:9a00:b941:36a1:76a6:1223,56168,-,-,"15/Dec/2024:08:06:02 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2a04:ee41:1:e258:6963:fff0:a1ab:aee3,57179,-,-,"15/Dec/2024:09:35:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2001:8e0:3c25:9a01:d00f:675:833e:f9d,49912,-,-,"15/Dec/2024:09:36:59 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
66.249.64.35,56035,-,-,"15/Dec/2024:09:59:25 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9537,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
64.226.107.183,62066,-,-,"15/Dec/2024:11:40:32 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:1210:96b9:ae00:20ea:c95b:dfe6:60ec,54332,-,-,"15/Dec/2024:11:41:05 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2600:1900:4001:854:0:e8::,50258,-,-,"15/Dec/2024:12:20:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Linux; Android 8.1.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36 PTST/241210.173901"
2600:1900:4001:854:0:e8::,54318,-,-,"15/Dec/2024:12:20:49 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Linux; Android 8.1.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/100.0.4896.60 Mobile Safari/537.36 PTST/241210.173901"
2001:1708:2905:5600:7013:8fee:c5bd:9c1,63785,-,-,"15/Dec/2024:13:24:29 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
89.236.161.120,59130,-,-,"15/Dec/2024:13:31:33 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
193.72.36.157,46982,-,-,"15/Dec/2024:14:23:09 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
193.72.36.157,47002,-,-,"15/Dec/2024:14:23:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
2a00:d2e0:112:9b00:159a:f0cd:4e26:c30a,52882,-,-,"15/Dec/2024:14:36:27 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2a02:1210:3823:e700:f165:fb2c:c2ed:a637,51249,-,-,"15/Dec/2024:14:49:45 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2a02:1210:4635:c600:69b8:9544:c218:b80b,55981,-,-,"15/Dec/2024:15:58:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
194.191.234.112,52182,-,-,"15/Dec/2024:16:00:34 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 OPR/115.0.0.0"
195.48.15.186,65532,-,-,"15/Dec/2024:16:43:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
46.126.246.148,62782,-,-,"15/Dec/2024:17:09:58 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
62.34.88.170,43292,-,-,"15/Dec/2024:17:31:12 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15"
2a02:1210:1cdf:b100:f499:d636:aa68:137a,59120,-,-,"15/Dec/2024:17:40:02 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:1210:1cdf:b100:e8a4:b700:bede:90a7,53230,-,-,"15/Dec/2024:17:40:05 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0"
2a02:aa10:2580:a680:c7cc:9559:e21d:1614,50922,-,-,"15/Dec/2024:17:46:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
78.153.241.196,33272,-,-,"15/Dec/2024:17:47:07 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"-",".fr crawler"
178.83.57.40,65137,-,-,"15/Dec/2024:17:51:55 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"
2a02:1210:3a0f:eb00:3090:f45c:c05d:8f37,63214,-,-,"15/Dec/2024:17:57:12 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Safari/605.1.15"
185.107.57.65,42978,-,-,"15/Dec/2024:19:04:42 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,17590,"https://portal.nanoo.tv/adventskalender/slideshow.html","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
194.230.148.133,43797,-,-,"15/Dec/2024:19:37:37 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
66.102.9.67,42727,-,-,"15/Dec/2024:19:37:38 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9553,"-","Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)"
66.102.8.162,57583,-,-,"15/Dec/2024:19:37:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9521,"-","Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)"
2a02:1210:3631:dc00:940c:de21:3e80:185d,56053,-,-,"15/Dec/2024:19:37:54 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:1210:460b:e400:f9a2:3c0a:1a49:e322,57766,-,-,"15/Dec/2024:20:09:33 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
194.230.147.154,55857,-,-,"15/Dec/2024:21:03:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
2a02:21b4:845f:4900:9961:dd90:2635:2c3a,51591,-,-,"15/Dec/2024:21:41:51 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
194.230.160.124,38951,-,-,"15/Dec/2024:22:25:14 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
20.185.79.47,41944,-,-,"15/Dec/2024:22:39:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",301,1084,"-","'DuckDuckBot-Https/1.1; (+https://duckduckgo.com/duckduckbot)'"
20.185.79.47,41720,-,-,"15/Dec/2024:22:39:37 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9098,"-","'DuckDuckBot-Https/1.1; (+https://duckduckgo.com/duckduckbot)'"
20.185.79.47,41754,-,-,"15/Dec/2024:22:39:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9098,"-","'DuckDuckBot-Https/1.1; (+https://duckduckgo.com/duckduckbot)'"
194.230.148.115,23659,-,-,"15/Dec/2024:22:54:49 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.3 Mobile/15E148 Safari/604.1"
51.8.155.58,8497,-,-,"15/Dec/2024:23:19:19 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4241,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot"
66.249.66.198,50207,-,-,"16/Dec/2024:02:30:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9521,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.47.169.70,10401,-,-,"16/Dec/2024:07:20:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15"
62.2.179.242,19606,-,-,"16/Dec/2024:07:21:02 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
193.134.10.65,52164,-,-,"16/Dec/2024:08:02:55 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.google.com/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
77.59.233.138,15427,-,-,"16/Dec/2024:08:20:50 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
143.180.22.143,58084,-,-,"16/Dec/2024:08:26:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.1938.81"
193.47.169.68,10412,-,-,"16/Dec/2024:08:37:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
193.247.16.206,25968,-,-,"16/Dec/2024:09:10:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.47.169.84,10407,-,-,"16/Dec/2024:09:17:18 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
212.117.127.251,20506,-,-,"16/Dec/2024:09:21:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
212.117.117.70,63291,-,-,"16/Dec/2024:09:39:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
84.73.202.59,65436,-,-,"16/Dec/2024:10:58:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
85.195.223.205,50443,-,-,"16/Dec/2024:11:11:45 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/index.html","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
195.144.61.4,54287,-,-,"16/Dec/2024:11:22:45 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
77.109.144.90,52743,-,-,"16/Dec/2024:12:27:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0"
88.84.3.110,17333,-,-,"16/Dec/2024:12:59:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
193.47.169.30,10409,-,-,"16/Dec/2024:13:34:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
2001:4b20:100:f000:3293:d465:2310:9aa2,53621,-,-,"16/Dec/2024:13:39:19 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:aa14:347d:ce00:d1de:8e6c:19d9:a57e,60050,-,-,"16/Dec/2024:13:39:35 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15"
89.186.194.66,10182,-,-,"16/Dec/2024:13:47:42 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a09:bac2:1e09:282::40:2e,61782,-,-,"16/Dec/2024:13:49:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1"
194.124.135.14,18348,-,-,"16/Dec/2024:14:17:43 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
195.189.148.1,10403,-,-,"16/Dec/2024:14:22:38 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
62.34.88.170,42670,-,-,"16/Dec/2024:14:26:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15"
89.217.48.20,50873,-,-,"16/Dec/2024:14:40:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2001:4b20:100:f000:3293:d465:2310:9aa2,54504,-,-,"16/Dec/2024:14:46:29 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
178.197.219.221,10820,-,-,"16/Dec/2024:14:54:23 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
178.197.203.88,44583,-,-,"16/Dec/2024:15:04:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:132.0) Gecko/20100101 Firefox/132.0"
46.140.239.10,15538,-,-,"16/Dec/2024:15:07:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15"
46.140.239.10,53704,-,-,"16/Dec/2024:15:07:50 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1"
212.51.159.175,3749,-,-,"16/Dec/2024:15:13:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
2001:1708:310b:c600:45fa:5e30:eb31:e43b,57944,-,-,"16/Dec/2024:15:50:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
193.47.169.84,10401,-,-,"16/Dec/2024:16:02:14 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
109.164.219.148,60311,-,-,"16/Dec/2024:16:02:47 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
78.110.137.177,38745,-,-,"16/Dec/2024:16:23:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
84.75.196.67,55257,-,-,"16/Dec/2024:17:00:05 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a02:1210:381b:7b00:51b7:4447:ab94:5368,60516,-,-,"16/Dec/2024:17:08:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a00:d520:109:fa00:fc29:9ab8:b5d:8ffc,49687,-,-,"16/Dec/2024:17:08:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
83.78.159.42,54035,-,-,"16/Dec/2024:17:13:42 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
2a02:1210:1e77:5a00:1dc3:ea42:a594:4295,59458,-,-,"16/Dec/2024:17:15:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
